Archivo_Origen,Clase_C++,Dialecto,Operacion_JSON_op,Descripcion
ArithOps.td,Arith_AddUIExtendedOp,arith,arith.addui_extended,Sin descripción
ArithOps.td,Arith_SubUIExtendedOp,arith,arith.subui_extended,Sin descripción
ArithOps.td,Arith_MulSIExtendedOp,arith,arith.mulsi_extended,Sin descripción
ArithOps.td,Arith_MulUIExtendedOp,arith,arith.mului_extended,unsigned integer division operation
ArithOps.td,Arith_ScalingExtFOp,arith,arith.scaling_extf,Upcasts input floats using provided scales values following
ArithOps.td,Arith_TruncIOp,arith,arith.trunci,integer truncation operation
ArithOps.td,Arith_TruncFOp,arith,arith.truncf,cast from floating-point to narrower floating-point
ArithOps.td,Arith_ConvertFOp,arith,arith.convertf,cast between floating-point types of the same bitwidth
ArithOps.td,Arith_ScalingTruncFOp,arith,arith.scaling_truncf,Downcasts input floating point values using provided scales
ArithOps.td,SelectOp,arith,arith.select,select operation
IRDLOps.td,IRDL_DialectOp,irdl,irdl.dialect,Define a new dialect
IRDLOps.td,IRDL_TypeOp,irdl,irdl.type,Define a new type
IRDLOps.td,IRDL_AttributeOp,irdl,irdl.attribute,Define a new attribute
IRDLOps.td,IRDL_ParametersOp,irdl,irdl.parameters,Define the constraints on parameters of a type/attribute definition
IRDLOps.td,IRDL_OperationOp,irdl,irdl.operation,Define a new operation
IRDLOps.td,IRDL_OperandsOp,irdl,irdl.operands,Define the operands of an operation
IRDLOps.td,IRDL_ResultsOp,irdl,irdl.results,Define the results of an operation
IRDLOps.td,IRDL_AttributesOp,irdl,irdl.attributes,Define the attributes of an operation
IRDLOps.td,IRDL_RegionOp,irdl,irdl.region,Define a region of an operation
IRDLOps.td,IRDL_RegionsOp,irdl,irdl.regions,Define the regions of an operation
IRDLOps.td,IRDL_CPredOp,irdl,irdl.c_pred,Constraints an attribute using a C++ predicate
ComplexOps.td,BitcastOp,complex,complex.bitcast,computes bitcast between complex and equal arith types
ComplexOps.td,ConstantOp,complex,complex.constant,complex number constant operation
ComplexOps.td,CreateOp,complex,complex.create,complex number creation operation
ComplexOps.td,EqualOp,complex,complex.eq,computes whether two complex values are equal
ComplexOps.td,NotEqualOp,complex,complex.neq,computes whether two complex values are not equal
ComplexOps.td,PowiOp,complex,complex.powi,complex number raised to signed integer power
MemRefOps.td,AssumeAlignmentOp,memref,memref.assume_alignment,assumption that gives alignment information to the input memref
MemRefOps.td,DistinctObjectsOp,memref,memref.distinct_objects,assumption that acesses to specific memrefs will never alias
MemRefOps.td,MemRef_ReallocOp,memref,memref.realloc,memory reallocation operation
MemRefOps.td,MemRef_AllocaScopeOp,memref,memref.alloca_scope,explicitly delimited scope for stack allocation
MemRefOps.td,MemRef_AllocaScopeReturnOp,memref,memref.alloca_scope.return,terminator for alloca_scope operation
MemRefOps.td,MemRef_CastOp,memref,memref.cast,memref cast operation
MemRefOps.td,CopyOp,memref,memref.copy,Sin descripción
MemRefOps.td,MemRef_DeallocOp,memref,memref.dealloc,memory deallocation operation
MemRefOps.td,MemRef_DimOp,memref,memref.dim,dimension index operation
MemRefOps.td,MemRef_DmaStartOp,memref,memref.dma_start,non-blocking DMA operation that starts a transfer
MemRefOps.td,MemRef_DmaWaitOp,memref,memref.dma_wait,blocking DMA operation that waits for transfer completion
MemRefOps.td,MemRef_ExtractAlignedPointerAsIndexOp,memref,memref.extract_aligned_pointer_as_index,Extracts a memref's underlying aligned pointer as an index
MemRefOps.td,MemRef_ExtractStridedMetadataOp,memref,memref.extract_strided_metadata,Extracts a buffer base with offset and strides
MemRefOps.td,GenericAtomicRMWOp,memref,memref.generic_atomic_rmw,atomic read-modify-write operation with a region
MemRefOps.td,AtomicYieldOp,memref,memref.atomic_yield,yield operation for GenericAtomicRMWOp
MemRefOps.td,MemRef_GetGlobalOp,memref,memref.get_global,get the memref pointing to a global variable
MemRefOps.td,MemRef_GlobalOp,memref,memref.global,declare or define a global memref variable
MemRefOps.td,LoadOp,memref,memref.load,load operation
MemRefOps.td,MemRef_MemorySpaceCastOp,memref,memref.memory_space_cast,memref memory space cast operation
MemRefOps.td,MemRef_PrefetchOp,memref,memref.prefetch,prefetch operation
MemRefOps.td,MemRef_RankOp,memref,memref.rank,rank operation
MemRefOps.td,MemRef_ReshapeOp,memref,memref.reshape,memref reshape operation
MemRefOps.td,MemRef_StoreOp,memref,memref.store,store operation
MemRefOps.td,MemRef_TransposeOp,memref,memref.transpose,`transpose` produces a new strided memref (metadata-only)
MemRefOps.td,MemRef_ViewOp,memref,memref.view,memref view operation
MemRefOps.td,AtomicRMWOp,memref,memref.atomic_rmw,atomic read-modify-write operation
OpenMPOps.td,PrivateClauseOp,openmp,openmp.private,Provides declaration of [first]private logic.
OpenMPOps.td,ParallelOp,openmp,openmp.parallel,parallel construct
OpenMPOps.td,TerminatorOp,openmp,openmp.terminator,terminator for OpenMP regions
OpenMPOps.td,TeamsOp,openmp,openmp.teams,teams construct
OpenMPOps.td,SectionOp,openmp,openmp.section,section directive
OpenMPOps.td,SectionsOp,openmp,openmp.sections,sections construct
OpenMPOps.td,SingleOp,openmp,openmp.single,single directive
OpenMPOps.td,ScopeOp,openmp,openmp.scope,scope directive
OpenMPOps.td,NewCliOp,openmp,openmp.new_cli,Create a new Canonical Loop Info value.
OpenMPOps.td,CanonicalLoopOp,openmptransform,openmptransform.canonical_loop,OpenMP Canonical Loop Operation
OpenMPOps.td,UnrollHeuristicOp,openmptransform,openmptransform.unroll_heuristic,OpenMP heuristic unroll operation
OpenMPOps.td,TileOp,openmptransformbase,openmptransformbase.tile,OpenMP tile operation
OpenMPOps.td,FuseOp,openmptransformbase,openmptransformbase.fuse,OpenMP fuse operation
OpenMPOps.td,WorkshareOp,openmp,openmp.workshare,workshare directive
OpenMPOps.td,WorkshareLoopWrapperOp,openmp,openmp.workshare.loop_wrapper,contains loop nests to be parallelized by workshare
OpenMPOps.td,LoopNestOp,openmp,openmp.loop_nest,rectangular loop nest
OpenMPOps.td,LoopOp,openmp,openmp.loop,loop construct
OpenMPOps.td,WsloopOp,openmp,openmp.wsloop,worksharing-loop construct
OpenMPOps.td,SimdOp,openmp,openmp.simd,simd construct
OpenMPOps.td,YieldOp,openmp,openmp.yield,loop yield and termination operation
OpenMPOps.td,DistributeOp,openmp,openmp.distribute,distribute construct
OpenMPOps.td,TaskOp,openmp,openmp.task,task construct
OpenMPOps.td,TaskloopContextOp,openmp,openmp.taskloop.context,OutlinableOpenMPOpInterface wrapper for taskloop construct
OpenMPOps.td,TaskloopWrapperOp,openmp,openmp.taskloop.wrapper,taskloop construct
OpenMPOps.td,TaskgroupOp,openmp,openmp.taskgroup,taskgroup construct
OpenMPOps.td,TaskyieldOp,openmp,openmp.taskyield,taskyield construct
OpenMPOps.td,FlushOp,openmp,openmp.flush,flush construct
OpenMPOps.td,MapBoundsOp,openmp,openmp.map.bounds,Represents normalized bounds information for map clauses.
OpenMPOps.td,MapInfoOp,openmp,openmp.map.info,Sin descripción
OpenMPOps.td,TargetDataOp,openmp,openmp.target_data,target data construct
OpenMPOps.td,TargetEnterDataOp,openmp,openmp.target_enter_data,target enter data construct
OpenMPOps.td,TargetExitDataOp,openmp,openmp.target_exit_data,target exit data construct
OpenMPOps.td,TargetUpdateOp,openmp,openmp.target_update,target update construct
OpenMPOps.td,TargetOp,openmp,openmp.target,target construct
OpenMPOps.td,MasterOp,openmp,openmp.master,master construct
OpenMPOps.td,CriticalDeclareOp,openmp,openmp.critical.declare,declares a named critical section.
OpenMPOps.td,CriticalOp,openmp,openmp.critical,critical construct
OpenMPOps.td,BarrierOp,openmp,openmp.barrier,barrier construct
OpenMPOps.td,OrderedOp,openmp,openmp.ordered,ordered construct without region
OpenMPOps.td,OrderedRegionOp,openmp,openmp.ordered.region,ordered construct with region
OpenMPOps.td,TaskwaitOp,openmp,openmp.taskwait,taskwait construct
OpenMPOps.td,AtomicReadOp,openmp,openmp.atomic.read,performs an atomic read
OpenMPOps.td,AtomicWriteOp,openmp,openmp.atomic.write,performs an atomic write
OpenMPOps.td,AtomicUpdateOp,openmp,openmp.atomic.update,performs an atomic update
OpenMPOps.td,AtomicCaptureOp,openmp,openmp.atomic.capture,performs an atomic capture
OpenMPOps.td,AtomicCompareOp,openmp,openmp.atomic.compare,performs an atomic compare
OpenMPOps.td,ThreadprivateOp,openmp,openmp.threadprivate,threadprivate directive
OpenMPOps.td,CancelOp,openmp,openmp.cancel,cancel directive
OpenMPOps.td,CancellationPointOp,openmp,openmp.cancellation_point,cancellation point directive
OpenMPOps.td,ScanOp,openmp,openmp.scan,scan directive
OpenMPOps.td,DeclareMapperOp,openmp,openmp.declare_mapper,declare mapper directive
OpenMPOps.td,DeclareMapperInfoOp,openmp,openmp.declare_mapper.info,declare mapper info
OpenMPOps.td,DeclareReductionOp,openmp,openmp.declare_reduction,declares a reduction kind
OpenMPOps.td,MaskedOp,openmp,openmp.masked,masked construct
OpenMPOps.td,AllocateDirOp,openmp,openmp.allocate_dir,allocate directive
OpenMPOps.td,AllocateFreeOp,openmp,openmp.allocate_free,free-op paired with allocate directive
OpenMPOps.td,TargetAllocMemOp,openmp,openmp.target_allocmem,allocate storage on an openmp device for an object of a given type
OpenMPOps.td,TargetFreeMemOp,openmp,openmp.target_freemem,free memory on an openmp device
OpenMPOps.td,AllocSharedMemOp,openmp,openmp.alloc_shared_mem,allocate storage on shared memory for objects of a given type
OpenMPOps.td,FreeSharedMemOp,openmp,openmp.free_shared_mem,free shared memory
OpenMPOps.td,WorkdistributeOp,openmp,openmp.workdistribute,workdistribute directive
OpenMPOps.td,DeclareSimdOp,openmp,openmp.declare_simd,declare simd directive
OpenMPOps.td,AffinityEntryOp,openmp,openmp.affinity_entry,OpenMP affinity clause entry value
OpenMPOps.td,IteratorOp,openmp,openmp.iterator,OpenMP iterator modifier
OpenMPOps.td,GroupprivateOp,openmp,openmp.groupprivate,groupprivate directive
MLProgramOps.td,MLProgram_FuncOp,mlprogram,mlprogram.func,Function containing a single `SSACFG` region
MLProgramOps.td,MLProgram_GlobalOp,mlprogram,mlprogram.global,Module level declaration of a global variable
MLProgramOps.td,MLProgram_GlobalLoadOp,mlprogram,mlprogram.global_load,Direct load of a mutable value from a global
MLProgramOps.td,MLProgram_GlobalLoadConstOp,mlprogram,mlprogram.global_load_const,Direct load a constant value from a global
MLProgramOps.td,MLProgram_GlobalLoadGraphOp,mlprogram,mlprogram.global_load_graph,Direct load of a mutable value from a global in Graph region
MLProgramOps.td,MLProgram_GlobalStoreOp,mlprogram,mlprogram.global_store,Direct store of a value into a mutable global
MLProgramOps.td,MLProgram_GlobalStoreGraphOp,mlprogram,mlprogram.global_store_graph,Direct store of a value into a mutable global
MLProgramOps.td,MLProgram_SubgraphOp,mlprogram,mlprogram.subgraph,An function containing a single `Graph` region
MLProgramOps.td,MLProgram_OutputOp,mlprogram,mlprogram.output,Outputs values from a subgraph function
MLProgramOps.td,MLProgram_ReturnOp,mlprogram,mlprogram.return,Returns values from a `func` function
MLProgramOps.td,MLProgram_TokenOp,mlprogram,mlprogram.token,Produces a new token value
GPUOps.td,GPU_LaneIdOp,gpu,gpu.lane_id,Sin descripción
GPUOps.td,GPU_SubgroupIdOp,gpu,gpu.subgroup_id,Sin descripción
GPUOps.td,GPU_NumSubgroupsOp,gpu,gpu.num_subgroups,Sin descripción
GPUOps.td,GPU_SubgroupSizeOp,gpu,gpu.subgroup_size,Sin descripción
GPUOps.td,GPU_GPUFuncOp,gpu,gpu.func,Function executable on a GPU
GPUOps.td,GPU_DynamicSharedMemoryOp,gpu,gpu.dynamic_shared_memory,Get the memref for dynamic shared memory
GPUOps.td,GPU_LaunchFuncOp,gpu,gpu.launch_func,Launches a function as a GPU kernel
GPUOps.td,GPU_LaunchOp,gpu,gpu.launch,GPU kernel launch operation
GPUOps.td,GPU_PrintfOp,gpu,gpu.printf,"Device-side printf, as in CUDA or OpenCL, for debugging"
GPUOps.td,GPU_ReturnOp,gpu,gpu.return,Terminator for GPU functions.
GPUOps.td,GPU_TerminatorOp,gpu,gpu.terminator,Terminator for GPU launch regions.
GPUOps.td,GPU_YieldOp,gpu,gpu.yield,GPU yield operation
GPUOps.td,GPU_AllReduceOp,gpu,gpu.all_reduce,Reduce values among workgroup.
GPUOps.td,GPU_SubgroupReduceOp,gpu,gpu.subgroup_reduce,Reduce values among subgroup.
GPUOps.td,GPU_ShuffleOp,gpu,gpu.shuffle,Shuffles values within a subgroup.
GPUOps.td,GPU_RotateOp,gpu,gpu.rotate,Rotate values within a subgroup.
GPUOps.td,GPU_BarrierOp,gpu,gpu.barrier,Synchronizes work items within an execution scope.
GPUOps.td,GPU_InitializeNamedBarrierOp,gpu,gpu.initialize_named_barrier,Initialize a named barrier with a member count.
GPUOps.td,GPU_GPUModuleOp,gpu,gpu.module,A top level compilation unit containing code to be run on a GPU.
GPUOps.td,GPU_BinaryOp,gpu,gpu.binary,An Op for storing serialized GPU binary objects.
GPUOps.td,GPU_HostRegisterOp,gpu,gpu.host_register,Registers a memref for access from device.
GPUOps.td,GPU_HostUnregisterOp,gpu,gpu.host_unregister,Unregisters a memref for access from device.
GPUOps.td,GPU_WaitOp,gpu,gpu.wait,Wait for async gpu ops to complete.
GPUOps.td,GPU_AllocOp,gpu,gpu.alloc,GPU memory allocation operation.
GPUOps.td,GPU_DeallocOp,gpu,gpu.dealloc,GPU memory deallocation operation
GPUOps.td,GPU_MemcpyOp,gpu,gpu.memcpy,GPU memcpy operation
GPUOps.td,GPU_MemsetOp,gpu,gpu.memset,GPU memset operation
GPUOps.td,GPU_SetDefaultDeviceOp,gpu,gpu.set_default_device,Set default GPU for operations after this by index
GPUOps.td,GPU_SubgroupMmaLoadMatrixOp,gpu,gpu.subgroup_mma_load_matrix,GPU warp synchronous matrix load
GPUOps.td,GPU_SubgroupMmaStoreMatrixOp,gpu,gpu.subgroup_mma_store_matrix,GPU warp synchronous matrix store
GPUOps.td,GPU_SubgroupMmaComputeOp,gpu,gpu.subgroup_mma_compute,GPU warp synchronous matrix multiply accumulate
GPUOps.td,GPU_SubgroupMmaConstantMatrixOp,gpu,gpu.subgroup_mma_constant_matrix,GPU warp synchronous constant matrix
GPUOps.td,GPU_SubgroupMmaExtractThreadLocalOp,gpu,gpu.subgroup_mma_extract_thread_local,Extract a value from GPU warp by invocation and indices
GPUOps.td,GPU_SubgroupMmaInsertThreadLocalOp,gpu,gpu.subgroup_mma_insert_thread_local,Insert a value into GPU warp by invocation and indices
GPUOps.td,GPU_SubgroupMmaElementwiseOp,gpu,gpu.subgroup_mma_elementwise,GPU warp elementwise operation on a matrix
GPUOps.td,GPU_CreateDnTensorOp,gpu,gpu.create_dn_tensor,Create dense tensor operation
GPUOps.td,GPU_DestroyDnTensorOp,gpu,gpu.destroy_dn_tensor,Destroy dense tensor operation
GPUOps.td,GPU_CreateCooOp,gpu,gpu.create_coo,Create sparse matrix in COO format operation
GPUOps.td,GPU_CreateCooAoSOp,gpu,gpu.create_coo_aos,Create sparse matrix in COO format operation (AoS)
GPUOps.td,GPU_CreateCsrOp,gpu,gpu.create_csr,Create sparse matrix in CSR format operation
GPUOps.td,GPU_CreateCscOp,gpu,gpu.create_csc,Create sparse matrix in CSC format operation
GPUOps.td,GPU_CreateBsrOp,gpu,gpu.create_bsr,Create sparse matrix in BSR format operation
GPUOps.td,GPU_Create2To4SpMatOp,gpu,gpu.create_2to4_spmat,Create sparse matrix with 2:4 sparsity operation
GPUOps.td,GPU_DestroySpMatOp,gpu,gpu.destroy_sp_mat,Destroy sparse matrix operation
GPUOps.td,GPU_SpMVBufferSizeOp,gpu,gpu.spmv_buffer_size,Precompute buffersize for SpMV operation
GPUOps.td,GPU_SpMVOp,gpu,gpu.spmv,SpMV operation
GPUOps.td,GPU_SpMMBufferSizeOp,gpu,gpu.spmm_buffer_size,Precompute buffersize for SpMM operation
GPUOps.td,GPU_SpMMOp,gpu,gpu.spmm,SpMM operation
GPUOps.td,GPU_SDDMMBufferSizeOp,gpu,gpu.sddmm_buffer_size,Precompute buffersize for SDDMM operation
GPUOps.td,GPU_SDDMMOp,gpu,gpu.sddmm,SDDMM operation
GPUOps.td,GPU_SpGEMMCreateDescrOp,gpu,gpu.spgemm_create_descr,SpGEMM Create Descr operation
GPUOps.td,GPU_SpGEMMDestroyDescrOp,gpu,gpu.spgemm_destroy_descr,SpGEMM Destroy Descr operation
GPUOps.td,GPU_SpGEMMWorkEstimationOrComputeOp,gpu,gpu.spgemm_work_estimation_or_compute,SpGEMM work estimation operation
GPUOps.td,GPU_SpGEMMCopyOp,gpu,gpu.spgemm_copy,SpGEMM copy operation
GPUOps.td,GPU_SpMatGetSizeOp,gpu,gpu.spmat_get_size,SpMat get size operation
GPUOps.td,GPU_SetCsrPointersOp,gpu,gpu.set_csr_pointers,SpGEMM get size operation
GPUOps.td,GPU_WarpExecuteOnLane0Op,gpu,gpu.warp_execute_on_lane_0,Executes operations in the associated region on thread #0 of a
GPUOps.td,GPU_SubgroupBroadcastOp,gpu,gpu.subgroup_broadcast,Broadcasts a value from the specific lane across subgroup
GPUOps.td,GPU_BallotOp,gpu,gpu.ballot,Collects predicate values from all threads in a subgroup.
X86.td,MaskCompressOp,avx512,avx512.mask.compress,Masked compress op
X86.td,MaskRndScaleOp,avx512,avx512.mask.rndscale,Masked roundscale op
X86.td,MaskScaleFOp,avx512,avx512.mask.scalef,ScaleF op
X86.td,Vp2IntersectOp,avx512,avx512.vp2intersect,Vp2Intersect op
X86.td,DotBF16Op,avx512,avx512.dot,Dot BF16 op
X86.td,CvtPackedF32ToBF16Op,avx512,avx512.cvt.packed.f32_to_bf16,Convert packed F32 to packed BF16 Data.
X86.td,AVX10DotInt8Op,avx10,avx10.dot.i8,AVX10 Dot Int8 op
X86.td,RsqrtOp,avx,avx.rsqrt,Rsqrt
X86.td,DotInt8Op,avx,avx.dot.i8,Dot Int8 op
X86.td,BcstToPackedF32Op,avx,avx.bcst_to_f32.packed,AVX: Broadcasts BF16/F16 into packed F32 Data.
X86.td,CvtPackedEvenIndexedToF32Op,avx,avx.cvt.packed.even.indexed_to_f32,AVX: Convert packed BF16/F16 even-indexed elements into packed F32 Data.
X86.td,CvtPackedOddIndexedToF32Op,avx,avx.cvt.packed.odd.indexed_to_f32,AVX: Convert packed BF16/F16 odd-indexed elements into packed F32 Data.
X86.td,TileZeroOp,amx,amx.tile_zero,tile zero operation
X86.td,TileLoadOp,amx,amx.tile_load,tile load operation
X86.td,TileStoreOp,amx,amx.tile_store,tile store operation
X86.td,TileMulFOp,amx,amx.tile_mulf,tile multiplication operation (floating-point)
X86.td,TileMulIOp,amx,amx.tile_muli,tile multiplication operation (integer)
PtrOps.td,Ptr_ConstantOp,pointer,pointer.constant,Pointer constant operation
PtrOps.td,Ptr_FromPtrOp,pointer,pointer.from_ptr,Casts a `!ptr.ptr` value to a ptr-like value.
PtrOps.td,Ptr_GatherOp,pointer,pointer.gather,Gather operation
PtrOps.td,Ptr_GetMetadataOp,pointer,pointer.get_metadata,SSA value representing pointer metadata.
PtrOps.td,Ptr_LoadOp,pointer,pointer.load,Sin descripción
PtrOps.td,Ptr_MaskedLoadOp,pointer,pointer.masked_load,Masked load operation
PtrOps.td,Ptr_MaskedStoreOp,pointer,pointer.masked_store,Masked store operation
PtrOps.td,Ptr_PtrAddOp,pointer,pointer.ptr_add,Pointer add operation
PtrOps.td,Ptr_PtrDiffOp,pointer,pointer.ptr_diff,Pointer difference operation
PtrOps.td,Ptr_ScatterOp,pointer,pointer.scatter,Scatter operation
PtrOps.td,Ptr_StoreOp,pointer,pointer.store,Sin descripción
PtrOps.td,Ptr_ToPtrOp,pointer,pointer.to_ptr,Casts a ptr-like value to a `!ptr.ptr` value.
PtrOps.td,Ptr_TypeOffsetOp,pointer,pointer.type_offset,Type offset operation
TosaOps.td,Tosa_MulOp,tosa,tosa.mul,Multiplication operator.
TosaOps.td,Tosa_ReverseOp,tosa,tosa.reverse,Reverse operator.
TosaOps.td,Tosa_CastOp,tosa,tosa.cast,Cast operation.
TosaOps.td,Tosa_ConstOp,tosa,tosa.const,Constant operator.
TosaOps.td,Tosa_IdentityOp,tosa,tosa.identity,Identity operator.
TosaOps.td,Tosa_CustomOp,tosa,tosa.custom,Custom operator wrapper for Tosa
TosaOps.td,Tosa_IfOp,tosa,tosa.cond_if,Conditional if operator.
TosaOps.td,Tosa_WhileOp,tosa,tosa.while_loop,output = input; While (Cond(output)) {output = Body(output)}
TosaOps.td,Tosa_VariableOp,tosa,tosa.variable,Defines a variable
TosaOps.td,Tosa_VariableWriteOp,tosa,tosa.variable_write,write_buffer operator
TosaOps.td,Tosa_VariableReadOp,tosa,tosa.variable_read,read_buffer operator
TosaUtilOps.td,Tosa_ApplyScaleOp,tosa,tosa.apply_scale,Rescale scalar operator for Tosa tensor operators
TosaUtilOps.td,Tosa_YieldOp,tosa,tosa.yield,yield operator
FuncOps.td,CallOp,func,func.call,call operation
FuncOps.td,CallIndirectOp,func,func.call_indirect,indirect call operation
FuncOps.td,ConstantOp,func,func.constant,constant
FuncOps.td,FuncOp,func,func.func,An operation with a name containing a single `SSACFG` region
FuncOps.td,ReturnOp,func,func.return,Function return operation
ShapeOps.td,Shape_AddOp,shape,shape.add,Addition of sizes and indices
ShapeOps.td,Shape_BroadcastOp,shape,shape.broadcast,Returns the broadcasted output shape of two or more inputs
ShapeOps.td,Shape_ConstShapeOp,shape,shape.const_shape,Creates a constant shape or extent tensor
ShapeOps.td,Shape_ConstSizeOp,shape,shape.const_size,Creates a constant of type `shape.size`
ShapeOps.td,Shape_DivOp,shape,shape.div,Division of sizes and indices
ShapeOps.td,Shape_ShapeEqOp,shape,shape.shape_eq,Returns whether the input shapes or extent tensors are equal
ShapeOps.td,Shape_FromExtentsOp,shape,shape.from_extents,Creates a shape from extents
ShapeOps.td,Shape_FromExtentTensorOp,shape,shape.from_extent_tensor,Creates a shape from a tensor of extents
ShapeOps.td,Shape_IsBroadcastableOp,shape,shape.is_broadcastable,Determines if 2+ shapes can be successfully broadcasted
ShapeOps.td,Shape_RankOp,shape,shape.rank,Gets the rank of a shape
ShapeOps.td,Shape_ToExtentTensorOp,shape,shape.to_extent_tensor,Creates a dimension tensor from a shape
ShapeOps.td,Shape_DimOp,shape,shape.dim,Gets the specified extent from the shape of a shaped input
ShapeOps.td,Shape_GetExtentOp,shape,shape.get_extent,Gets the specified extent from a shape or extent tensor
ShapeOps.td,Shape_IndexToSizeOp,shape,shape.index_to_size,Converts a standard index to a shape size
ShapeOps.td,Shape_MaxOp,shape,shape.max,Elementwise maximum
ShapeOps.td,Shape_MeetOp,shape,shape.meet,Returns the least general shape or size of its operands
ShapeOps.td,Shape_MinOp,shape,shape.min,Elementwise minimum
ShapeOps.td,Shape_MulOp,shape,shape.mul,Multiplication of sizes and indices
ShapeOps.td,Shape_NumElementsOp,shape,shape.num_elements,Returns the number of elements for a given shape
ShapeOps.td,Shape_ReduceOp,shape,shape.reduce,Returns an expression reduced over a shape or extent tensor
ShapeOps.td,Shape_ShapeOfOp,shape,shape.shape_of,Returns shape of a value or shaped type operand
ShapeOps.td,Shape_ValueOfOp,shape,shape.value_of,Returns value of a !shape.value_shape operand
ShapeOps.td,Shape_SizeToIndexOp,shape,shape.size_to_index,Casts between index types of the shape and standard dialect
ShapeOps.td,Shape_ValueAsShapeOp,shape,shape.value_as_shape,Returns value as a shape
